Longitude,Latitude,Slope
149.5,103.5,0.49900278
150.5,103.5,0.44201547
151.5,103.5,0.50310004
152.5,103.5,0.4661371
153.5,103.5,0.49526498
154.5,103.5,0.49021152
155.5,103.5,0.53146553
156.5,103.5,0.5117463
157.5,103.5,0.4402868
158.5,103.5,0.49767342
159.5,103.5,0.63441277
160.5,103.5,0.52062684
161.5,103.5,0.48681772
162.5,103.5,0.81968224
163.5,103.5,0.7034211
164.5,103.5,0.6806418
165.5,103.5,0.5803584
166.5,103.5,0.50553083
167.5,103.5,0.5104081
168.5,103.5,0.44805384
169.5,103.5,0.5489061
170.5,103.5,0.5558873
171.5,103.5,0.75286204
172.5,103.5,0.7139758
173.5,103.5,0.6495508
174.5,103.5,0.5632559
175.5,103.5,0.70130897
176.5,103.5,1.0454673
177.5,103.5,0.6052145
178.5,103.5,0.49631825
179.5,103.5,0.5724089
180.5,103.5,0.64599246
181.5,103.5,0.72901034
182.5,103.5,0.7688241
183.5,103.5,0.6735693
184.5,103.5,0.9602097
185.5,103.5,0.69835746
186.5,103.5,0.8177554
187.5,103.5,0.526898
188.5,103.5,0.48961192
189.5,103.5,0.66909266
190.5,103.5,0.9673995
191.5,103.5,0.92612016
192.5,103.5,0.6679701
193.5,103.5,0.9258517
194.5,103.5,0.7337656
195.5,103.5,0.6379323
196.5,103.5,0.7003442
197.5,103.5,0.6730405
198.5,103.5,0.49106497
199.5,103.5,0.5046174
200.5,103.5,0.62761176
201.5,103.5,0.4847989
202.5,103.5,1.3667798
203.5,103.5,1.0602069
204.5,103.5,3.534701
205.5,103.5,3.7642796
206.5,103.5,1.1974968
207.5,103.5,0.7723915
208.5,103.5,0.51473
209.5,103.5,0.48308763
210.5,103.5,0.75464964
211.5,103.5,0.749683
212.5,103.5,0.65347
213.5,103.5,0.6945151
214.5,103.5,0.5990516
215.5,103.5,0.48928347
216.5,103.5,0.9531213
217.5,103.5,0.9417036
218.5,103.5,0.79839003
219.5,103.5,0.74177456
220.5,103.5,0.6115151
221.5,103.5,0.4368987
222.5,103.5,0.5973109
223.5,103.5,0.5215663
224.5,103.5,0.67613584
225.5,103.5,0.5873715
226.5,103.5,0.65386194
227.5,103.5,0.41839057
228.5,103.5,0.4121655
229.5,103.5,0.56020296
230.5,103.5,0.70506215
231.5,103.5,0.61244696
232.5,103.5,0.7844565
233.5,103.5,1.0095683
234.5,103.5,0.95919925
235.5,103.5,1.5018513
236.5,103.5,1.0395646
237.5,103.5,0.76821625
238.5,103.5,0.86706513
239.5,103.5,0.9641936
240.5,103.5,0.9833909
241.5,103.5,0.76199687
242.5,103.5,0.9502879
243.5,103.5,0.7178819
244.5,103.5,0.57816565
245.5,103.5,0.5792829
246.5,103.5,1.0664989
247.5,103.5,0.5985675
248.5,103.5,0.51509476
249.5,103.5,0.64917254
250.5,103.5,0.55039656
251.5,103.5,0.66609246
252.5,103.5,1.4364197
253.5,103.5,0.9471576
254.5,103.5,0.6411723
255.5,103.5,0.7788954
256.5,103.5,0.7687885
257.5,103.5,0.5923148
258.5,103.5,0.5411327
259.5,103.5,1.1836617
260.5,103.5,0.71429205
261.5,103.5,0.53803897
262.5,103.5,0.9690081
263.5,103.5,0.8493986
264.5,103.5,0.97921544
265.5,103.5,1.4120347
266.5,103.5,0.87121874
267.5,103.5,1.1811979
268.5,103.5,0.7515308
269.5,103.5,0.9776777
270.5,103.5,0.8189845
271.5,103.5,0.7014627
272.5,103.5,0.6861845
273.5,103.5,0.7372967
274.5,103.5,0.48183832
275.5,103.5,0.66449064
276.5,103.5,0.8806686
277.5,103.5,0.8998268
278.5,103.5,1.1230023
279.5,103.5,0.88972986
280.5,103.5,0.46509418
281.5,103.5,1.190112
282.5,103.5,1.3246162
283.5,103.5,1.0277886
284.5,103.5,0.98337346
285.5,103.5,1.7314615
286.5,103.5,1.7815783
287.5,103.5,1.6980469
288.5,103.5,2.0453382
289.5,103.5,1.8253012
290.5,103.5,1.9269428
291.5,103.5,1.6338749
292.5,103.5,1.8400921
293.5,103.5,1.711776
294.5,103.5,1.7688657
295.5,103.5,1.6241987
296.5,103.5,1.5307014
297.5,103.5,1.3735483
298.5,103.5,0.60798347
299.5,103.5,1.0588462
300.5,103.5,0.88528407
301.5,103.5,0.9225472
302.5,103.5,0.9570179
303.5,103.5,0.96530235
304.5,103.5,0.8701222
305.5,103.5,0.72762775
306.5,103.5,0.5214981
307.5,103.5,0.52762
308.5,103.5,0.5963553
309.5,103.5,0.47241402
310.5,103.5,0.44571596
311.5,103.5,0.42973655
312.5,103.5,0.35553533
313.5,103.5,0.38743484
314.5,103.5,0.4451946
315.5,103.5,0.41646993
316.5,103.5,0.50914836
317.5,103.5,0.46858057
318.5,103.5,0.64948785
319.5,103.5,0.9378966
320.5,103.5,5.872447
321.5,103.5,6.11603
322.5,103.5,1.0287583
323.5,103.5,0.9195831
324.5,103.5,0.7285633
325.5,103.5,0.5164838
326.5,103.5,0.4483916
327.5,103.5,0.44361854
328.5,103.5,0.4331792
329.5,103.5,0.4671898
330.5,103.5,0.47335568
331.5,103.5,0.8819189
332.5,103.5,0.663244
333.5,103.5,0.4713967
334.5,103.5,0.4727127
335.5,103.5,0.6347325
336.5,103.5,0.74899834
337.5,103.5,0.8781474
338.5,103.5,2.9360855
339.5,103.5,3.45587
340.5,103.5,1.7645063
341.5,103.5,0.6565663
342.5,103.5,0.61081976
343.5,103.5,0.4626752
344.5,103.5,0.48658314
345.5,103.5,0.47391412
346.5,103.5,0.46852612
347.5,103.5,0.5072482
348.5,103.5,0.4305936
349.5,103.5,0.40378797
350.5,103.5,0.38815254
351.5,103.5,0.41504505
352.5,103.5,0.535649
353.5,103.5,0.6499976
354.5,103.5,0.4143824
355.5,103.5,0.393405
356.5,103.5,0.38671428
357.5,103.5,0.38823998
358.5,103.5,0.3881077
359.5,103.5,0.38965574
360.5,103.5,0.38251856
361.5,103.5,0.4082171
362.5,103.5,0.38544363
363.5,103.5,0.47636253
364.5,103.5,0.42357388
365.5,103.5,0.38657692
366.5,103.5,0.3842675
367.5,103.5,0.381746
368.5,103.5,0.4229723
369.5,103.5,0.4063936
370.5,103.5,0.39294466
371.5,103.5,0.49157953
372.5,103.5,0.44769502
373.5,103.5,0.48957008
374.5,103.5,0.46099335
375.5,103.5,0.45498332
376.5,103.5,0.65476346
377.5,103.5,0.550615
378.5,103.5,0.6468367
379.5,103.5,0.5337304
380.5,103.5,0.50762665
381.5,103.5,0.44826362
382.5,103.5,0.41979554
383.5,103.5,0.4146748
384.5,103.5,0.43482062
385.5,103.5,0.71412206
386.5,103.5,1.4114552
387.5,103.5,0.40918696
388.5,103.5,0.43358397
389.5,103.5,0.41508603
390.5,103.5,0.40587088
391.5,103.5,0.42416376
392.5,103.5,0.4346842
393.5,103.5,0.41496754
394.5,103.5,0.47818652
395.5,103.5,0.4567681
396.5,103.5,0.51900685
397.5,103.5,0.6029158
398.5,103.5,0.59874016
399.5,103.5,0.4605922
400.5,103.5,0.45149416
401.5,103.5,0.6437603
402.5,103.5,0.661196
403.5,103.5,0.8233757
404.5,103.5,0.73994434
405.5,103.5,0.61366045
406.5,103.5,0.7099127
407.5,103.5,0.7375587
408.5,103.5,0.5088263
409.5,103.5,0.5391921
410.5,103.5,0.6637716
411.5,103.5,0.6449103
412.5,103.5,0.6648158
413.5,103.5,0.58595926
414.5,103.5,0.5843113
415.5,103.5,0.6592628
416.5,103.5,0.63905716
417.5,103.5,0.6459508
418.5,103.5,0.6157342
419.5,103.5,0.5718618
420.5,103.5,0.54076326
421.5,103.5,0.6376216
422.5,103.5,0.72966474
423.5,103.5,0.6212937
424.5,103.5,0.6303043
425.5,103.5,0.7055013
426.5,103.5,0.66438735
427.5,103.5,0.69721025
428.5,103.5,0.5357268
429.5,103.5,1.198903
430.5,103.5,0.7970412
431.5,103.5,0.7228923
432.5,103.5,0.5041287
433.5,103.5,0.5446794
434.5,103.5,0.5794482
435.5,103.5,0.5484175
436.5,103.5,0.5204411
437.5,103.5,0.67292446
438.5,103.5,0.7100724
439.5,103.5,1.2105906
440.5,103.5,0.94512343
441.5,103.5,0.6243895
442.5,103.5,0.6677145
443.5,103.5,0.6119793
444.5,103.5,0.60302144
445.5,103.5,0.6296453
446.5,103.5,0.64071345
447.5,103.5,0.5350057
448.5,103.5,0.60977876
449.5,103.5,0.5821837
450.5,103.5,0.52398854
451.5,103.5,0.6291591
452.5,103.5,0.61338836
453.5,103.5,0.6285013
454.5,103.5,0.5290626
455.5,103.5,0.4914228
456.5,103.5,0.4770365
457.5,103.5,0.46798587
458.5,103.5,0.5843952
459.5,103.5,0.514207
460.5,103.5,0.53745943
461.5,103.5,0.47312272
462.5,103.5,0.434016
463.5,103.5,0.6882983
464.5,103.5,0.47721893
465.5,103.5,0.42026523
466.5,103.5,0.45735392
467.5,103.5,0.4660564
468.5,103.5,0.4672372
469.5,103.5,0.46934974
470.5,103.5,0.60594416
471.5,103.5,0.60032105
472.5,103.5,0.45465425
473.5,103.5,0.5464342
474.5,103.5,0.5370784
475.5,103.5,0.5308875
476.5,103.5,0.5027001
477.5,103.5,0.7286191
478.5,103.5,3.7767134
479.5,103.5,4.1642466
480.5,103.5,0.6187661
481.5,103.5,0.6287486
482.5,103.5,1.2989931
483.5,103.5,1.1583707
484.5,103.5,1.4503274
485.5,103.5,3.0663624
486.5,103.5,2.8554392
487.5,103.5,1.1820164
488.5,103.5,0.6199658
489.5,103.5,0.54814166
490.5,103.5,0.5026308
491.5,103.5,0.5299061
492.5,103.5,0.5755054
493.5,103.5,0.5254806
494.5,103.5,0.41856813
495.5,103.5,0.44891733
496.5,103.5,0.5622106
497.5,103.5,0.45579982
498.5,103.5,0.6502211
499.5,103.5,0.5329306
500.5,103.5,0.59649044
501.5,103.5,0.4282221
502.5,103.5,0.42600447
503.5,103.5,0.49889624
504.5,103.5,0.4760704
505.5,103.5,0.5325717
506.5,103.5,0.51807094
507.5,103.5,0.5573906
508.5,103.5,0.57867515
509.5,103.5,0.5438862
510.5,103.5,0.47031263
511.5,103.5,0.5369673
512.5,103.5,0.44616866
513.5,103.5,0.41440946
514.5,103.5,0.35346344
515.5,103.5,0.4146465
516.5,103.5,0.38684487
517.5,103.5,0.5233438
518.5,103.5,0.5394917
519.5,103.5,0.5169418
520.5,103.5,0.48580557
521.5,103.5,0.50134295
522.5,103.5,0.4347995
523.5,103.5,0.45375663
524.5,103.5,0.4749247
525.5,103.5,0.49197787
526.5,103.5,0.5484637
527.5,103.5,0.60334176
528.5,103.5,0.70786524
529.5,103.5,0.39880693
530.5,103.5,0.4713065
531.5,103.5,0.46310657
532.5,103.5,0.4472283
533.5,103.5,0.40236378
534.5,103.5,0.47172874
535.5,103.5,0.4769593
536.5,103.5,0.34785613
537.5,103.5,0.47834796
538.5,103.5,0.5578386
539.5,103.5,0.59516406
540.5,103.5,0.47806728
541.5,103.5,0.55456585
542.5,103.5,0.4831254
543.5,103.5,0.5254481
544.5,103.5,0.4671927
545.5,103.5,0.447008
546.5,103.5,0.51292163
547.5,103.5,0.42793077
548.5,103.5,0.5350755
549.5,103.5,0.430419
550.5,103.5,0.41277367
551.5,103.5,0.40826827
552.5,103.5,0.59844285
553.5,103.5,0.6354586
554.5,103.5,0.913122
555.5,103.5,0.71999085
556.5,103.5,0.61975664
557.5,103.5,0.5117493
558.5,103.5,0.6476437
559.5,103.5,0.47079864
560.5,103.5,0.5658193
561.5,103.5,0.49633712
562.5,103.5,0.48589924
563.5,103.5,0.535453
564.5,103.5,0.6188346
565.5,103.5,0.64942324
566.5,103.5,0.7829572
567.5,103.5,0.6982888
568.5,103.5,0.41416258
569.5,103.5,0.4369737
570.5,103.5,0.61069584
571.5,103.5,0.48522162
572.5,103.5,0.5993348
573.5,103.5,0.48849654
574.5,103.5,0.5365313
575.5,103.5,0.61281586
576.5,103.5,0.7265834
577.5,103.5,0.81593955
578.5,103.5,0.5713428
579.5,103.5,0.7080811
580.5,103.5,0.62494516
581.5,103.5,0.60960674
582.5,103.5,0.7330526
583.5,103.5,0.6373073
584.5,103.5,0.5961762
585.5,103.5,0.7321406
586.5,103.5,0.5118983
587.5,103.5,0.44117594
588.5,103.5,0.43515682
589.5,103.5,0.5087384
590.5,103.5,0.445617
591.5,103.5,0.4805172
592.5,103.5,0.49475121
593.5,103.5,0.5776397
594.5,103.5,0.8863475
595.5,103.5,3.4158022
596.5,103.5,4.262589
597.5,103.5,2.1106339
598.5,103.5,0.80413496
599.5,103.5,0.52818364
600.5,103.5,1.0336941
601.5,103.5,0.6333285
602.5,103.5,0.46747655
603.5,103.5,1.1020511
604.5,103.5,0.9362406
605.5,103.5,0.49521136
606.5,103.5,0.4517609
607.5,103.5,0.4875555
608.5,103.5,0.5584167
609.5,103.5,0.66314316
610.5,103.5,0.77405554
611.5,103.5,0.9109485
612.5,103.5,0.8087213
613.5,103.5,0.41381258
614.5,103.5,0.4324069
615.5,103.5,0.65968406
616.5,103.5,0.56993014
617.5,103.5,0.63607514
618.5,103.5,0.59176993
619.5,103.5,0.59719455
620.5,103.5,0.6148461
621.5,103.5,0.50308347
622.5,103.5,0.4211769
623.5,103.5,0.42791975
624.5,103.5,0.64007145
625.5,103.5,1.0121446
626.5,103.5,1.548317
627.5,103.5,1.4538627
628.5,103.5,0.5854976
629.5,103.5,0.90741485
630.5,103.5,1.0483384
631.5,103.5,0.93292373
632.5,103.5,0.7878942
633.5,103.5,0.7985661
634.5,103.5,0.6900375
635.5,103.5,0.62250614
636.5,103.5,0.5699419
637.5,103.5,0.66247594
638.5,103.5,0.46110752
639.5,103.5,0.5020796
640.5,103.5,0.508071
641.5,103.5,0.48088515
642.5,103.5,0.6120905
643.5,103.5,0.6246197
644.5,103.5,0.9784342
645.5,103.5,0.81640613
646.5,103.5,0.8141935
647.5,103.5,0.81760997
648.5,103.5,0.65061176
649.5,103.5,0.49397182
650.5,103.5,0.5879905
651.5,103.5,0.53336364
652.5,103.5,0.39694712
653.5,103.5,0.4407273
654.5,103.5,0.5196635
655.5,103.5,0.93256766
656.5,103.5,0.66543794
657.5,103.5,1.824164
658.5,103.5,0.7776916
659.5,103.5,0.537954
660.5,103.5,0.5395931
661.5,103.5,0.5610528
662.5,103.5,0.49897096
663.5,103.5,0.5361809
664.5,103.5,0.7875237
665.5,103.5,2.0889955
666.5,103.5,0.8598731
667.5,103.5,0.49742514
668.5,103.5,0.51915026
669.5,103.5,0.8538314
670.5,103.5,0.82287836
671.5,103.5,0.5706512
672.5,103.5,0.5665983
673.5,103.5,0.5292431
674.5,103.5,0.51841307
675.5,103.5,0.5350925
676.5,103.5,0.47967112
677.5,103.5,0.49742195
678.5,103.5,0.5617993
679.5,103.5,0.50468445
680.5,103.5,0.48778045
681.5,103.5,0.7187999
682.5,103.5,0.6796818
683.5,103.5,0.55351484
684.5,103.5,0.6585934
685.5,103.5,0.52167284
686.5,103.5,0.6083765
687.5,103.5,0.56739664
688.5,103.5,0.540474
689.5,103.5,0.6413756
690.5,103.5,0.698863
691.5,103.5,0.8324068
692.5,103.5,0.768939
693.5,103.5,0.39453286
694.5,103.5,0.38073048
695.5,103.5,0.43120408
696.5,103.5,0.44914207
697.5,103.5,0.562598
698.5,103.5,0.5888599
699.5,103.5,1.3260157
700.5,103.5,0.6095613
701.5,103.5,0.57176566
702.5,103.5,0.6126708
703.5,103.5,0.6700524
704.5,103.5,0.4978277
705.5,103.5,0.6720145
706.5,103.5,0.6441736
707.5,103.5,0.57414347
708.5,103.5,0.7082098
709.5,103.5,0.6403791
710.5,103.5,0.6352402
711.5,103.5,0.62333137
712.5,103.5,0.5850714
713.5,103.5,0.7927371
714.5,103.5,0.5795218
715.5,103.5,0.5906405
716.5,103.5,0.5351976
717.5,103.5,0.80285686
718.5,103.5,0.5739467
719.5,103.5,0.57141674
0.5,104.5,0.57737345
1.5,104.5,0.5958307
2.5,104.5,0.49754122
3.5,104.5,0.5574744
4.5,104.5,0.6409791
5.5,104.5,0.500535
6.5,104.5,0.6768379
7.5,104.5,0.89637285
8.5,104.5,0.80001247
9.5,104.5,0.47848368
10.5,104.5,0.47954333
11.5,104.5,0.68372583
12.5,104.5,0.5239112
13.5,104.5,0.5574865
14.5,104.5,0.5354335
15.5,104.5,0.5125832
16.5,104.5,0.42891192
17.5,104.5,0.5039924
18.5,104.5,0.44884756
19.5,104.5,1.2889283
20.5,104.5,1.0980362
21.5,104.5,0.6123785
22.5,104.5,0.5232022
23.5,104.5,0.50820434
24.5,104.5,0.49558562
25.5,104.5,0.9050927
26.5,104.5,0.48000973
27.5,104.5,0.5040991
28.5,104.5,0.5215743
29.5,104.5,0.3821708
30.5,104.5,0.5761113
31.5,104.5,0.46526968
32.5,104.5,0.44481915
33.5,104.5,0.48874074
34.5,104.5,0.55574197
35.5,104.5,0.9798463
36.5,104.5,1.2993362
37.5,104.5,1.690413
38.5,104.5,1.5624485
39.5,104.5,1.1499617
40.5,104.5,1.1643956
41.5,104.5,0.7123584
42.5,104.5,0.74714553
43.5,104.5,0.539153
44.5,104.5,0.5174145
45.5,104.5,0.55435646
46.5,104.5,0.5527813
47.5,104.5,0.46465683
48.5,104.5,0.57140416
49.5,104.5,0.5584199
50.5,104.5,0.54001784
51.5,104.5,0.45524573
52.5,104.5,0.50859267
53.5,104.5,0.53778154
54.5,104.5,0.7751277
55.5,104.5,1.0906403
56.5,104.5,0.8731584
57.5,104.5,0.6445799
58.5,104.5,0.6998755
59.5,104.5,0.46191454
60.5,104.5,0.34955662
61.5,104.5,0.41665077
62.5,104.5,0.37891603
63.5,104.5,0.35500303
64.5,104.5,0.52722067
65.5,104.5,0.32571673
66.5,104.5,0.4887826
67.5,104.5,0.38525945
68.5,104.5,0.90139073
69.5,104.5,0.4695268
70.5,104.5,0.47894102
71.5,104.5,0.45984375
72.5,104.5,0.34344685
73.5,104.5,0.39225706
74.5,104.5,0.43834978
75.5,104.5,0.3925621
76.5,104.5,0.48994607
77.5,104.5,0.47722495
78.5,104.5,0.41683534
79.5,104.5,0.45287097
80.5,104.5,0.47129917
81.5,104.5,0.7073302
82.5,104.5,0.41655254
83.5,104.5,0.46139106
84.5,104.5,0.3779918
85.5,104.5,0.5975628
86.5,104.5,0.50472856
87.5,104.5,0.42376137
88.5,104.5,0.4006904
89.5,104.5,0.529763
90.5,104.5,0.6713895
91.5,104.5,0.75829506
92.5,104.5,0.6250338
93.5,104.5,0.45787382
94.5,104.5,0.4196208
95.5,104.5,0.3753623
96.5,104.5,0.37025398
97.5,104.5,0.27835232
98.5,104.5,0.35611072
99.5,104.5,0.36741304
100.5,104.5,0.40289578
101.5,104.5,0.5444728
102.5,104.5,0.5932091
103.5,104.5,0.40975535
104.5,104.5,0.34955174
105.5,104.5,0.4835683
106.5,104.5,0.4565947
107.5,104.5,0.40653265
108.5,104.5,0.31005314
109.5,104.5,0.2956993
110.5,104.5,0.31306344
111.5,104.5,0.38338208
112.5,104.5,0.6185457
113.5,104.5,0.46212694
114.5,104.5,0.3589037
115.5,104.5,0.3474257
116.5,104.5,0.5119012
117.5,104.5,0.49483353
118.5,104.5,0.63195634
119.5,104.5,0.47184804
120.5,104.5,0.456847
121.5,104.5,0.39904594
122.5,104.5,0.45929405
123.5,104.5,0.47873342
124.5,104.5,0.6204679
125.5,104.5,0.48824766
126.5,104.5,0.38785905
127.5,104.5,0.3817187
128.5,104.5,0.34772503
129.5,104.5,0.4394229
130.5,104.5,0.49888438
131.5,104.5,0.513807
132.5,104.5,0.5932933
133.5,104.5,0.48663682
134.5,104.5,0.39759153
135.5,104.5,0.46498477
136.5,104.5,0.3718035
137.5,104.5,0.39479637
138.5,104.5,0.3944106
139.5,104.5,0.39277595
140.5,104.5,0.4707229
141.5,104.5,0.39039564
142.5,104.5,0.44744396
143.5,104.5,0.5564387
144.5,104.5,0.6415167
145.5,104.5,0.58935404
146.5,104.5,0.460395
147.5,104.5,0.58363783
148.5,104.5,0.43540376
149.5,104.5,0.4764859
150.5,104.5,0.49895275
151.5,104.5,0.45080686
152.5,104.5,0.65984786
153.5,104.5,0.5474018
154.5,104.5,0.45294198
155.5,104.5,0.47457272
156.5,104.5,0.5245897
157.5,104.5,0.49031377
158.5,104.5,0.45422882
159.5,104.5,0.57271713
160.5,104.5,0.49812955
161.5,104.5,0.48350084
162.5,104.5,0.69331646
163.5,104.5,0.77732277
164.5,104.5,0.5882941
165.5,104.5,0.78298795
166.5,104.5,0.60690814
167.5,104.5,0.69309807
168.5,104.5,0.47016203
169.5,104.5,0.6613467
170.5,104.5,0.7052908
171.5,104.5,0.63565034
172.5,104.5,0.7020593
173.5,104.5,0.5972345
174.5,104.5,0.55992424
175.5,104.5,0.684636
176.5,104.5,1.0128235
177.5,104.5,0.57781595
178.5,104.5,0.39441538
179.5,104.5,0.5497933
180.5,104.5,0.48758855
181.5,104.5,0.8313195
182.5,104.5,0.63105816
183.5,104.5,0.6136161
184.5,104.5,1.3745944
185.5,104.5,0.94651276
186.5,104.5,0.67893636
187.5,104.5,0.48160565
188.5,104.5,0.52543133
189.5,104.5,0.5713532
190.5,104.5,0.49829584
191.5,104.5,0.7520415
192.5,104.5,0.5849798
193.5,104.5,0.9133864
194.5,104.5,0.7415537
195.5,104.5,0.4676103
196.5,104.5,0.50467837
197.5,104.5,0.4789741
198.5,104.5,0.46849197
199.5,104.5,0.47308177
200.5,104.5,0.79767764
201.5,104.5,0.56002843
202.5,104.5,0.802452
203.5,104.5,0.6924977
204.5,104.5,0.9088564
205.5,104.5,0.8818943
206.5,104.5,0.8291006
207.5,104.5,0.62829053
208.5,104.5,0.8039138
209.5,104.5,0.9281456
210.5,104.5,0.849337
211.5,104.5,0.54129755
212.5,104.5,0.53451866
213.5,104.5,0.7838972
214.5,104.5,0.5052577
215.5,104.5,0.49998507
216.5,104.5,0.3990019
217.5,104.5,0.45786822
218.5,104.5,0.6725625
219.5,104.5,0.66221917
220.5,104.5,0.8881295
221.5,104.5,0.52435243
222.5,104.5,0.43309742
223.5,104.5,0.49578676
224.5,104.5,0.7092304
225.5,104.5,0.5814293
226.5,104.5,0.565843
227.5,104.5,0.43646815
228.5,104.5,0.49357647
229.5,104.5,0.5653216
230.5,104.5,0.6329099
231.5,104.5,0.6221164
232.5,104.5,0.6779287
233.5,104.5,0.7847612
234.5,104.5,0.79512805
235.5,104.5,1.0086458
236.5,104.5,0.934008
237.5,104.5,1.1569295
238.5,104.5,0.7567266
239.5,104.5,0.646917
240.5,104.5,0.5047859
241.5,104.5,0.4900964
242.5,104.5,0.69276834
243.5,104.5,0.8058367
244.5,104.5,0.5782379
245.5,104.5,0.66296947
246.5,104.5,0.65862226
247.5,104.5,0.7987988
248.5,104.5,0.6392473
249.5,104.5,0.71237975
250.5,104.5,0.6410241
251.5,104.5,0.5465294
252.5,104.5,0.6914091
253.5,104.5,0.7790164
254.5,104.5,0.57592183
255.5,104.5,0.5047513
256.5,104.5,0.60302293
257.5,104.5,0.64359
258.5,104.5,0.65950984
259.5,104.5,0.96653295
260.5,104.5,0.8228263
261.5,104.5,0.5578709
262.5,104.5,0.71985674
263.5,104.5,0.6881908
264.5,104.5,0.6123597
265.5,104.5,0.7809163
266.5,104.5,0.6650363
267.5,104.5,0.8941901
268.5,104.5,0.8798342
269.5,104.5,0.5916682
270.5,104.5,0.72651756
271.5,104.5,0.9713379
272.5,104.5,0.6975985
273.5,104.5,0.5971341
274.5,104.5,0.54768836
275.5,104.5,0.8279063
276.5,104.5,0.7640234
277.5,104.5,1.5505311
278.5,104.5,1.5262476
279.5,104.5,0.880992
280.5,104.5,0.85830015
281.5,104.5,1.8833983
282.5,104.5,1.7763586
283.5,104.5,0.8953664
284.5,104.5,1.1223702
285.5,104.5,2.3554194
286.5,104.5,2.0847218
287.5,104.5,1.975305
288.5,104.5,1.6580795
289.5,104.5,1.7702179
290.5,104.5,1.1863703
291.5,104.5,1.4714268
292.5,104.5,1.2758676
293.5,104.5,1.5855322
294.5,104.5,1.3294303
295.5,104.5,1.0072057
296.5,104.5,0.87611306
297.5,104.5,1.0218406
298.5,104.5,1.3640504
299.5,104.5,1.1489694
300.5,104.5,0.94522643
301.5,104.5,1.2279899
302.5,104.5,0.9075674
303.5,104.5,0.9081531
304.5,104.5,0.83295834
305.5,104.5,0.77576435
306.5,104.5,0.64180267
307.5,104.5,0.48407185
308.5,104.5,0.46812052
309.5,104.5,0.4034725
310.5,104.5,0.4176185
311.5,104.5,0.42752975
312.5,104.5,0.64779145
313.5,104.5,0.5856206
314.5,104.5,0.57073295
315.5,104.5,0.4134693
316.5,104.5,0.44452205
317.5,104.5,0.4602362
318.5,104.5,0.5287212
319.5,104.5,0.7040179
320.5,104.5,1.1219519
321.5,104.5,0.9793523
322.5,104.5,0.5722032
323.5,104.5,0.4484256
324.5,104.5,0.53493834
325.5,104.5,0.43510544
326.5,104.5,0.49854422
327.5,104.5,0.719865
328.5,104.5,0.56817687
329.5,104.5,0.4504588
330.5,104.5,0.45255128
331.5,104.5,0.4824665
332.5,104.5,0.721325
333.5,104.5,0.49903
334.5,104.5,0.43647426
335.5,104.5,0.5524902
336.5,104.5,0.55199456
337.5,104.5,0.56773543
338.5,104.5,0.5511714
339.5,104.5,0.67373395
340.5,104.5,0.4801568
341.5,104.5,0.5287099
342.5,104.5,0.4958359
343.5,104.5,0.44326684
344.5,104.5,0.42752492
345.5,104.5,0.42301255
346.5,104.5,0.37630057
347.5,104.5,0.37298197
348.5,104.5,0.7430449
349.5,104.5,0.47283518
350.5,104.5,0.4067831
351.5,104.5,0.41509575
352.5,104.5,0.41548467
353.5,104.5,0.38727772
354.5,104.5,0.40205705
355.5,104.5,0.40227127
356.5,104.5,0.40058428
357.5,104.5,0.4153545
358.5,104.5,0.4350249
359.5,104.5,0.45510694
360.5,104.5,0.42051327
361.5,104.5,0.42771882
362.5,104.5,0.57118535
363.5,104.5,0.44385016
364.5,104.5,0.45375425
365.5,104.5,0.5293181
366.5,104.5,0.45902085
367.5,104.5,0.44676867
368.5,104.5,0.42597708
369.5,104.5,0.5134364
370.5,104.5,0.5324308
371.5,104.5,0.4856331
372.5,104.5,0.5660627
373.5,104.5,0.61478186
374.5,104.5,0.5921258
375.5,104.5,0.56250495
376.5,104.5,0.5956384
377.5,104.5,0.8997572
378.5,104.5,0.8702036
379.5,104.5,0.83303964
380.5,104.5,0.885473
381.5,104.5,0.7875795
382.5,104.5,0.62440443
383.5,104.5,0.58087575
384.5,104.5,0.6163939
385.5,104.5,1.5502639
386.5,104.5,0.54437065
387.5,104.5,0.5380616
388.5,104.5,0.49943995
389.5,104.5,0.48937032
390.5,104.5,0.49209207
391.5,104.5,0.51644576
392.5,104.5,0.4830001
393.5,104.5,0.45500207
394.5,104.5,0.43104023
395.5,104.5,0.42420757
396.5,104.5,0.92618036
397.5,104.5,0.5320439
398.5,104.5,0.62147534
399.5,104.5,0.4590456
400.5,104.5,0.49032253
401.5,104.5,1.1819708
402.5,104.5,1.0115757
403.5,104.5,1.2839845
404.5,104.5,0.6021185
405.5,104.5,0.64749575
406.5,104.5,0.7159557
407.5,104.5,0.48033285
408.5,104.5,0.5651526
409.5,104.5,0.77406895
410.5,104.5,0.62113464
411.5,104.5,0.54416883
412.5,104.5,0.46802554
413.5,104.5,0.5469419
414.5,104.5,0.5593054
415.5,104.5,0.51606363
416.5,104.5,0.53546053
417.5,104.5,0.621222
418.5,104.5,0.6454626
419.5,104.5,0.9936462
420.5,104.5,0.7724058
421.5,104.5,0.8290944
422.5,104.5,1.3344271
423.5,104.5,1.4322481
424.5,104.5,1.4017783
425.5,104.5,0.81294334
426.5,104.5,0.9741876
427.5,104.5,0.65331006
428.5,104.5,0.5161231
429.5,104.5,0.62086713
430.5,104.5,0.5206331
